 Power, Latitude, Longitude
-66,21.138111,72.764076
-68,21.138111,72.764076
-66,21.138111,72.764076
-68,21.138111,72.764076
-74,21.138111,72.764076
-70,21.138111,72.764076
-68,21.138111,72.764076
-74,21.138126,72.76416
-76,21.138126,72.76416
-20,21.138126,72.76416
-72,21.138126,72.76416
-76,21.138126,72.76416
-76,21.138126,72.76416
-74,21.138126,72.76416
-74,21.138126,72.76416
-74,21.138126,72.76416
-70,21.138126,72.76416
-70,21.138126,72.76416
-70,21.138145,72.764236
-72,21.138145,72.764236
-74,21.138145,72.764236
-70,21.138145,72.764236
-72,21.138145,72.764236
-70,21.138145,72.764236
-72,21.138145,72.764236
-74,21.138145,72.764236
-78,21.138145,72.764236
-70,21.138145,72.764236
-74,21.138145,72.764236
-68,21.138145,72.764236
-70,21.138145,72.764236
-70,21.138145,72.764236
-76,21.138145,72.764236
-16,21.138145,72.764236
-8,21.138145,72.764236
-68,21.138165,72.764305
-16,21.138165,72.764305
-14,21.138165,72.764305
-74,21.138165,72.764305
-68,21.138165,72.764305
-76,21.138165,72.764305
-74,21.138165,72.764305
-74,21.138165,72.764305
-76,21.138165,72.764305
-68,21.138165,72.764305
-70,21.138165,72.764305
-66,21.138165,72.764305
-68,21.138165,72.764305
-70,21.138165,72.764305
-66,21.138165,72.764305
-70,21.138165,72.764305
-70,21.138165,72.764305
-66,21.138165,72.764305
-68,21.138165,72.764305
-72,21.138165,72.764305
-66,21.138165,72.764305
-70,21.138165,72.764305
-68,21.138165,72.764305
-70,21.138165,72.764305
-74,21.138182,72.764381
-76,21.138182,72.764381
-66,21.138182,72.764381
-72,21.138182,72.764381
-76,21.138182,72.764381
-66,21.138182,72.764381
-70,21.138182,72.764381
-72,21.138182,72.764381
-78,21.138199,72.764458
-20,21.138199,72.764458
-20,21.138199,72.764458
-72,21.138199,72.764458
-74,21.138199,72.764458
-80,21.138199,72.764458
-76,21.138199,72.764458
-74,21.138199,72.764458
-76,21.138199,72.764458
-74,21.138214,72.764534
-78,21.138214,72.764534
-68,21.138214,72.764534
-76,21.138214,72.764534
-76,21.138214,72.764534
-72,21.138214,72.764534
-72,21.138214,72.764534
-70,21.138214,72.764534
-76,21.138214,72.764534
-70,21.138214,72.764534
-72,21.138214,72.764534
-66,21.138214,72.764534
-74,21.138214,72.764534
-76,21.138214,72.764534
-68,21.138214,72.764534
-18,21.138214,72.764534
-8,21.138214,72.764534
-66,21.138231,72.76461
-16,21.138231,72.76461
-74,21.138231,72.76461
-72,21.138231,72.76461
-72,21.138231,72.76461
-70,21.138231,72.76461
-68,21.138231,72.76461
-72,21.138231,72.76461
-72,21.138231,72.76461
-72,21.138231,72.76461
-76,21.138231,72.76461
-72,21.13825,72.764687
-76,21.13825,72.764687
-68,21.13825,72.764687
-68,21.13825,72.764687
-72,21.13825,72.764687
-70,21.13825,72.764687
-70,21.13825,72.764687
-74,21.13825,72.764687
-74,21.13825,72.764687
-18,21.138269,72.764763
-18,21.138269,72.764763
-20,21.138269,72.764763
-72,21.138269,72.764763
-68,21.138269,72.764763
-76,21.138269,72.764763
-72,21.138269,72.764763
-72,21.138288,72.764839
-76,21.138288,72.764839
-72,21.138288,72.764839
-68,21.138288,72.764839
-74,21.138288,72.764839
-74,21.138288,72.764839
-68,21.138288,72.764839
-66,21.138288,72.764839
-76,21.138288,72.764839
-16,21.138288,72.764839
-66,21.138288,72.764839
-78,21.138306,72.764923
-76,21.138306,72.764923
-70,21.138306,72.764923
-78,21.138306,72.764923
-66,21.138306,72.764923
-78,21.138306,72.764923
-72,21.138306,72.764923
-70,21.138306,72.764923
-68,21.138325,72.764999
-20,21.138325,72.764999
-70,21.138344,72.765083
-70,21.138344,72.765083
-76,21.138344,72.765083
-72,21.138344,72.765083
-72,21.138344,72.765083
-76,21.138344,72.765083
-80,21.138344,72.765083
-72,21.138344,72.765083
-72,21.138344,72.765083
-76,21.138344,72.765083
-74,21.138361,72.76516
-72,21.138361,72.76516
-76,21.138361,72.76516
-76,21.138361,72.76516
-68,21.138361,72.76516
-72,21.138361,72.76516
-78,21.138361,72.76516
-62,21.138361,72.76516
-68,21.138361,72.76516
-64,21.138361,72.76516
-72,21.138361,72.76516
-18,21.138361,72.76516
-74,21.138361,72.76516
-76,21.138361,72.76516
-72,21.138361,72.76516
-74,21.13838,72.765244
-68,21.13838,72.765244
-72,21.13838,72.765244
-74,21.13838,72.765244
-76,21.13838,72.765244
-78,21.13838,72.765244
-76,21.13838,72.765244
-74,21.13838,72.765244
-66,21.138397,72.76532
-70,21.138397,72.76532
-72,21.138397,72.76532
-74,21.138397,72.76532
-78,21.138412,72.765396
-78,21.138412,72.765396
-72,21.138412,72.765396
-76,21.138412,72.765396
-76,21.138412,72.765396
-78,21.138412,72.765396
-72,21.138412,72.765396
-72,21.138412,72.765396
-74,21.138412,72.765396
-72,21.138412,72.765396
-70,21.138412,72.765396
-76,21.138412,72.765396
-72,21.138412,72.765396
-70,21.138412,72.765396
-68,21.138412,72.765396
-72,21.138412,72.765396
-74,21.138412,72.765396
-74,21.138412,72.765396
-68,21.13843,72.765472
-68,21.13843,72.765472
-62,21.13843,72.765472
-62,21.13843,72.765472
-70,21.13843,72.765472
-72,21.13843,72.765472
-64,21.13843,72.765472
-78,21.13843,72.765472
-74,21.13843,72.765472
-74,21.13843,72.765472
-72,21.13843,72.765472
-76,21.13843,72.765472
-74,21.138445,72.765549
-70,21.138445,72.765549
-70,21.138445,72.765549
-70,21.138445,72.765549
-68,21.138445,72.765549
-68,21.138445,72.765549
-20,21.13846,72.765625
-74,21.13846,72.765625
-72,21.13846,72.765625
-78,21.13846,72.765625
-74,21.138475,72.765694
-72,21.138475,72.765694
-74,21.138475,72.765694
-76,21.138475,72.765694
-76,21.138475,72.765694
-76,21.138475,72.765694
-72,21.138475,72.765694
-76,21.138475,72.765694
-76,21.138475,72.765694
-78,21.138475,72.765694
-76,21.138475,72.765694
-78,21.138475,72.765694
-68,21.138475,72.765694
-68,21.138475,72.765694
-76,21.138475,72.765694
-70,21.138475,72.765694
-68,21.138475,72.765694
-76,21.138475,72.765694
-72,21.138491,72.76577
-78,21.138491,72.76577
-10,21.138491,72.76577
-70,21.138491,72.76577
-68,21.138491,72.76577
-74,21.138491,72.76577
-74,21.138491,72.76577
-74,21.138491,72.76577
-76,21.138491,72.76577
-16,21.138491,72.76577
-76,21.138491,72.76577
-76,21.138491,72.76577
-74,21.138491,72.76577
-74,21.138491,72.76577
-74,21.138491,72.76577
-74,21.138491,72.76577
-76,21.138491,72.76577
-74,21.138491,72.76577
-76,21.138491,72.76577
-72,21.138491,72.76577
-76,21.138491,72.76577
-72,21.138508,72.765846
